#,#,#,#,#,#,#,#
推理的迷宫,[美] 威廉姆·庞德斯通 / 李大强 , 北京理工大学出版社 , 2005-5 ,8.6,"
        (1563人评价)
    ",本书搜集了经典的思想实验和哲学沉思，这些问题触及逻辑推理和语言的终极界限。作者庞德斯通向读者证明，它们不是脑筋急转弯那么简单，对于这些问题的深入思考涉及密码... 
探险家的传奇植物标本簿,[法] 弗洛朗斯·蒂娜尔、[法] 雅尼克·富里耶 (绘) / 魏舒 , 北京联合出版公司 , 2017-6 ,8.6,"
        (98人评价)
    ",想象一下，你身处沙漠之中，此刻正在满头大汗地站在莫诺身旁；或是跟达尔文一起在智利的海岸边漫步；也可以跟随洪堡在亚马孙热带雨林中迷失；抑或循着马可·波罗的脚步... 
万物起源,[英]《新科学家》杂志、[英]格雷厄姆·劳顿、[美]珍妮弗·丹尼尔 / 张卜天 , 湖南科学技术出版社 , 2017-4-1 ,7.8,"
        (182人评价)
    ",从宇宙大爆炸到恋爱背后的基因驱动，从生命起源到巧克力的致命吸引力；《时间简史》作者霍金撰写导言，英国《新科学家》杂志策划，以权威、有趣、酷炫的方式带你窥探万... 
高数笔谈,谢绪恺 , 东北大学出版社 , 2016-12 ,8.4,"
        (12人评价)
    ","年逾九旬的东北大学理学院原院长谢绪恺教授,历时一年半,手写22万字书稿,手绘100多张图表,审校10余次,出版了一本大学生“一看就懂”的高数书。 "
万物运转的秘密,大卫·麦考利 (David Macaulay)、尼尔·阿德利 (Neil Ardley) / 赵耀康、韦坤华 , 电子工业出版社 , 2014-5 ,9.3,"
        (102人评价)
    ",《DK万物运转的秘密:给青少年的物理世界入门书》内容简介：凯迪克金奖得主大卫·麦考利经典科普绘本，这本充满创意的物理世界入门书自出版以来畅销半个世纪，让看似... 
无言的宇宙,[美]达纳·麦肯齐 / 李永学 , 北京联合出版公司 , 2015-5 ,8.2,"
        (856人评价)
    ","◆ 《数学之美》之后，最值得数学迷和文科生期待的数学科普书。
◆第一本 “数学史话”，一部关于数学公式的史诗性著作：从1+1=2，到爱因斯坦质能公式E=mc... "
果壳中的宇宙,[英] 史蒂芬·霍金 / 吴忠超 , 湖南科学技术出版社 , 2006-3 ,8.6,"
        (6307人评价)
    ",在《果壳中的宇宙》这部新作中，霍金把读者带到理论物理的最前沿，真理在那里甚至比幻想更令人眼花缭乱。他利用通俗的语言解释制约着宇宙的原理。 
黑洞不是黑的,[英] 史蒂芬·霍金 / 吴忠超 , 湖南科学技术出版社 , 2017-6 ,8.4,"
        (249人评价)
    ",只能用机器人与我们交流的霍金现在仍保持着异常的活力，他懂得宇宙学中很罕见的数学语言，而且他力求赢得更多大众的理解。《黑洞不是黑的》是霍金2016年在英国BB... 
万物解释者,[美] 兰道尔·门罗 / 孙璐 , 未读·北京联合出版公司 , 2016-7 ,7.5,"
        (580人评价)
    ","入选比尔·盖茨2015年度推荐图书！
用小学生都能看懂的文字+大幅蓝图 解释多学科事物
你有没有想要进一步了解复杂的事物，却被那些烦人的专业名词搞得一头雾水... "
费恩曼物理学讲义（第1卷）,Richard P. Feynman、Robert B. Leighton、Matthew Sands / 王子辅、李洪芳、钟万蘅 , 上海科学技术出版社 , 2005-06 ,9.5,"
        (1474人评价)
    ",20世纪60年代初，美国一些理工科大学鉴于当时的大学基础物理数学与现代科学技术的发展不相适应，纷纷试行教学改革，加利福尼亚理学院就是其中之一。该校于1961... 
冒烟的耳朵和尖叫的牙齿,[英]特雷弗·诺顿 / 朱机 , 科学出版社 , 2011-10 ,8.6,"
        (845人评价)
    ",升上万米高空，潜下最深海沟；给自己注射患恶性病患者的血液，往心脏送导管，在后背做伤口；吞下血吸虫、霍乱弧菌、盐酸以及各种各样简直没法说的东西……他们一次次将... 
我们为什么生病,[美] R.M.尼斯、[美] G.C.威廉斯 / 易凡、禹宽平 , 湖南科学技术出版社 , 1998-01 ,8.9,"
        (1014人评价)
    ",这是近50年来在生物医学领域里写的很重要的一本书……关于我们的身体为什么这样对创伤和疾病作出反应的有说服力的探索。大多数人都知道达尔文学说。但是现在，在开创... 
复杂,[美] 米歇尔·沃尔德罗普 / 陈玲 , 生活·读书·新知三联书店 , 1997-04 ,8.8,"
        (1528人评价)
    ",这部书叙述一群美国科学家如何开创“21世纪的科学”的故事，对正在形成的科学的复杂体系做了深入浅出的描述。介绍了“一场新的启蒙运动”。故事是，美国的一些不同领... 
人工智能的未来,Jeff Hawkins、Sandra Blakeslee / 贺俊杰、李若子、杨倩 , 陕西科学技术出版社 , 2006.1 ,8.8,"
        (675人评价)
    ",陕西科技出版社最新引进美国图书《人工智能的未来》（On Intelligence）一书，是由杰夫•霍金斯，一位在硅谷极其成功、受人尊敬的计算机工程师、企业家... 
#,#,#,#,#,#,#,#
平行宇宙,(美)加来道雄 / 伍义生、包新周 , 重庆出版集团，重庆出版社 , 2008 ,8.6,"
        (1650人评价)
    ",本书中，加来道雄博士以其无与伦比的解说才能，讲述了现代物理学得出的一种最令人难以置信、最激动人心的可能性，即，可能存在着广阔无垠的宇宙之网，里面排列着许多宇... 
寂静的春天,[美]蕾切尔·卡森 / 吕瑞兰、李长生 , 上海译文出版社 , 2007 ,8.3,"
        (2457人评价)
    ",我们必须与其他生物共同分享我们的地球，为了解决这个问题，我们发明了许多新的、富于想象力和创造性的方法；随着这一形势的发展，一个要反复提及的话题是：我们是在与... 
月亮,[德] 贝恩德·布伦纳 / 甘锡安 , 北京联合出版公司 , 2017-8 ,8.1,"
        (117人评价)
    ","国家天文台苟利军教授、郑永春博士（月球专家、2016年卡尔萨根奖得主）联袂推荐
你对月亮的所有好奇，都能在本书中找到答案。寒冷、满是岩石、没有生命的小卫星，... "
万物：文明,[德] 延斯·哈德 / 徐峰 , 后浪丨北京联合出版公司 , 2017-8 ,8.8,"
        (197人评价)
    ","从智人走出非洲到古罗马帝国崛起
从驯服火种到发明轮子
一部来自人类智识又挑战人类智识上限的野心之作
“漫画宇宙史”三部曲第二部上卷
2000多幅手绘漫画诠释... "
你一定爱读的极简欧洲史,约翰·赫斯特（John Hirst） / 席玉苹 , 广西师范大学出版社 , 2011-11-25 ,8.3,"
        (27289人评价)
    ","“欧洲，为什么老是抢第一？”澳大利亚知名历史学家约翰•赫斯特在本书中的一场引人入胜的探索，为我们梳理出欧洲文明所以能改变全世界的各种特质。
作者从三大元素：... "
