#,#,#,#,#,#,#,#
Blame! 1,（日）弐瓶勉 , 講談社 , 1998 ,9.1,"
        (1101人评价)
    ","在网络崩溃时代,作为整个系统混乱之前的安全警卫,孤身一人的雾亥手持“重粒子放射线枪”,自地下5000层上行,寻找网络末端未受污染的人类基因。
 
探索者... "
深夜食堂 03,[日] 安倍夜郎 / 陈颖 , 湖南文艺出版社 , 2013-1 ,9.1,"
        (7199人评价)
    ","一道道平凡的家庭料理，一个个温情的生活故事，总让人看得热泪盈眶。
日本、台湾地区、韩国千万读者口碑相传
最温情、治愈的都市美食故事
第55回小学馆漫画奖、第... "
铳梦,木城幸人 , 東立 , 1990 ,9.2,"
        (2711人评价)
    ","SF漫画.作画、故事、人物,机械设定 分镜均属上乘.讲述在26世纪未来的一位机械少女凯丽的故事.
----------------------------... "
漩涡,伊藤潤二 / 蔡夢芳 , 東立 , 民88 ,8.9,"
        (10191人评价)
    ",在一个被漩涡诅咒的黑涡镇，镇民一个接一个地开始为漩涡状的图案执迷，彷佛传染病般的乌云罩顶。有人意外丧生，死状有如漩涡，有人身体开始盘旋如漩涡，有人则头发如漩... 
尼乌尔克2.城市,[法]奥利维耶•瓦提纳（Olivier Vatine） / 卞文佳 , 世界图书出版公司 , 2017-6 ,8.2,"
        (26人评价)
    ",在众神的棍子和老人家的椎骨链赋予的力量下，黑孩儿试图寻找他的部落。他发现部落为了躲避大火，被迫向北转移了。黑孩儿及时赶到，阻止了部落的勇士被怪兽屠杀——怪兽... 
找死的兔子,[英] 安迪·莱利 编绘 , 南海出版公司 , 2007-8 ,8.4,"
        (13020人评价)
    ",这是一本主角是兔子的漫画，内容荒诞不经却充满令人惊喜的黑色幽默。小白兔想快乐地、有趣地不再活下去。它透过放大镜静静地望着太阳；它义无反顾地袭击外星人；它炸掉... 
阿衰on line之一,猫小乐 , 云南教育出版社 , 2007-1 ,8.4,"
        (2504人评价)
    ",《阿衰on line》中的阿衰是一个初中二年级学生。长相不帅，身材不高。普普通通并不优秀，生活邋遢，爱吃臭豆腐。性格时而自卑，时而自大，对一切新鲜事情都感兴... 
竹光侍 1,松本大洋、永福一成 (作) , 小学館 , 2006-12-15 ,9.5,"
        (857人评价)
    ",江戸のかたぎ長屋に住みついた浪人、瀬能宗一郎。剣の腕は立つが素頓狂。何を起こすか、起こさぬか…!?　盟友・永福一成の原作を得て、松本大洋が新たなスタイルで江... 
#,#,#,#,#,#,#,#
此生多珍重,丰子恺 , 天地出版社 , 2017-7-6 ,8.6,"
        (413人评价)
    ",本书就是关于文艺大师丰子恺的经典散文的漫画本，将他的散文和漫画一并呈现给读者，会使读者大呼过瘾，而且本书是经其女儿丰一吟授权的版本，全面收录了《弘一大师》《... 
深夜食堂,安倍夜郎 , 湖南文艺出版社 , 2013-6-1 ,9.4,"
        (206人评价)
    ",
非人哉,一汪空气 , 中国友谊出版公司 , 2016-5-1 ,8.8,"
        (791人评价)
    ","这是一本脑洞大开的漫画书，新浪微博超萌超火爆的连载作品，上百万粉丝疯狂追更，笑点密集，萌点爆棚，白茶、使徒子、幽·灵 诚意推荐。
《非人哉》讲述了一群中国神... "
20世紀少年01,浦沢直樹 / 磊正傑 , 東立 , 2000 年 ,9.4,"
        (4921人评价)
    ","官方网站：
http://www.spi-net.jp/20century/20century.html "
七海游侠：盐海传奇,[意] 雨果·普拉特(Hugo Pratt) / 闫心悦、欧阳情 , 后浪丨北京联合出版公司 , 2017-1 ,8.7,"
        (71人评价)
    ","殿堂级大师雨果·普拉特代表作品
将漫画提升至“第九艺术”的经典
...................
※编辑推荐※
畅销五十载重量级欧漫
《丁丁历险记》齐... "
阿兰的童年,[法]埃曼努埃尔·吉贝尔、Emmanuel Guibert / 崔书凝 , 北京联合出版公司·后浪出版公司 , 2016-6 ,8.8,"
        (270人评价)
    ","《阿兰的童年》是《阿兰的战争》的姊妹篇、前传
动人的回忆 / 诗意的讲述 / 精美的水墨画
...................
※编辑推荐※
耄耋之年的... "
黑猫侦探 Ⅳ：缄默地狱,[西] 胡安·迪亚兹·卡纳莱斯 文、胡安霍·瓜尔尼多 绘 / 赵心舒 , 北京联合出版公司·后浪出版公司 , 2016-12 ,9.1,"
        (339人评价)
    ","新生代欧漫经典
媲美《疯狂动物城》的动物拟人漫画
《黑猫侦探》系列迄今巅峰之作
...................
※编辑推荐※
蓝，是自由的颜色，也是... "
蝙蝠侠：漫长的万圣节,[美] 杰夫·洛布、[美] 蒂姆·塞尔 / 市长 院长 , 世界图书出版公司 , 2016-6-1 ,9.3,"
        (528人评价)
    ","“《漫长的万圣节》远不仅仅是一本漫画书，它是一个史诗般的悲剧故事。”
——克里斯托弗·诺兰（《黑暗骑士崛起》导演）
一名变装英雄逐渐学会了他不能相信任何人。... "
